elicitation_value,PID,article,study,treatment,elicitation_id,year,elicitation_defined,true_value,elicitation_accuracy_abs,elicitation_accuracy_signed,exclude
3.0071271929824563,abc075273c95,italy,,visual,1.0,2010.0,True,1.32,1.6871271929824565,1.6871271929824565,0
2.6913377192982457,abc075273c95,italy,,visual,1.0,2011.0,True,1.29,1.4013377192982457,1.4013377192982457,0
2.129934210526315,abc075273c95,italy,,visual,1.0,2012.0,True,1.24,0.889934210526315,0.889934210526315,0
1.8492324561403504,abc075273c95,italy,,visual,1.0,2013.0,True,1.18,0.6692324561403507,0.6692324561403507,0
1.6036184210526316,abc075273c95,italy,,visual,1.0,2014.0,True,1.13,0.4736184210526317,0.4736184210526317,0
1.954495614035088,abc075273c95,italy,,visual,1.0,2015.0,True,1.1,0.8544956140350877,0.8544956140350877,0
2.129934210526315,abc075273c95,italy,,visual,1.0,2016.0,True,1.08,1.049934210526315,1.049934210526315,0
1.919407894736842,abc075273c95,italy,,visual,1.0,2017.0,True,1.07,0.849407894736842,0.849407894736842,0
1.7790570175438591,abc075273c95,italy,,visual,1.0,2018.0,True,1.05,0.7290570175438591,0.7290570175438591,0
1.7790570175438591,abc075273c95,italy,,visual,1.0,2019.0,True,1.01,0.7690570175438591,0.7690570175438591,0
3.116776315789473,abc075273c95,population,,visual,1.0,2003.0,True,2.75,0.3667763157894734,0.3667763157894734,0
3.116776315789473,abc075273c95,population,,visual,1.0,2004.0,True,2.81,0.3067763157894734,0.3067763157894734,0
3.116776315789473,abc075273c95,population,,visual,1.0,2005.0,True,2.87,0.2467763157894733,0.2467763157894733,0
3.116776315789473,abc075273c95,population,,visual,1.0,2006.0,True,2.91,0.2067763157894733,0.2067763157894733,0
3.116776315789473,abc075273c95,population,,visual,1.0,2007.0,True,2.94,0.1767763157894735,0.1767763157894735,0
3.116776315789473,abc075273c95,population,,visual,1.0,2008.0,True,2.98,0.1367763157894734,0.1367763157894734,0
3.116776315789473,abc075273c95,population,,visual,1.0,2009.0,True,3.01,0.1067763157894736,0.1067763157894736,0
3.151864035087719,abc075273c95,population,,visual,1.0,2010.0,True,3.05,0.1018640350877193,0.1018640350877193,0
3.46765350877193,abc075273c95,population,,visual,1.0,2011.0,True,3.11,0.3576535087719299,0.3576535087719299,0
3.3974780701754383,abc075273c95,population,,visual,1.0,2012.0,True,3.19,0.2074780701754384,0.2074780701754384,0
3.046600877192982,abc075273c95,population,,visual,1.0,2013.0,True,3.28,0.2333991228070178,-0.2333991228070178,0
2.6957236842105257,abc075273c95,population,,visual,1.0,2014.0,True,3.37,0.6742763157894744,-0.6742763157894744,0
2.3448464912280698,abc075273c95,population,,visual,1.0,2015.0,True,3.46,1.1151535087719302,-1.1151535087719302,0
1.9237938596491235,abc075273c95,population,,visual,1.0,2016.0,True,3.56,1.6362061403508767,-1.6362061403508767,0
1.5378289473684217,abc075273c95,population,,visual,1.0,2017.0,True,3.64,2.1021710526315784,-2.1021710526315784,0
1.1518640350877196,abc075273c95,population,,visual,1.0,2018.0,True,3.67,2.5181359649122803,-2.5181359649122803,0
1.0466008771929824,abc075273c95,population,,visual,1.0,2019.0,True,3.7,2.6533991228070177,-2.6533991228070177,0
3530.7017543859674,abc075273c95,cocaine,,visual,1.0,2003.0,True,2747.0,783.7017543859674,783.7017543859674,0
3530.7017543859674,abc075273c95,cocaine,,visual,1.0,2004.0,True,3005.0,525.7017543859674,525.7017543859674,0
3530.7017543859674,abc075273c95,cocaine,,visual,1.0,2005.0,True,3269.0,261.70175438596743,261.70175438596743,0
3530.7017543859674,abc075273c95,cocaine,,visual,1.0,2006.0,True,3445.0,85.70175438596743,85.70175438596743,0
3530.7017543859674,abc075273c95,cocaine,,visual,1.0,2007.0,True,3477.0,53.70175438596743,53.70175438596743,0
3530.7017543859674,abc075273c95,cocaine,,visual,1.0,2008.0,True,3512.0,18.701754385967437,18.701754385967437,0
3530.7017543859674,abc075273c95,cocaine,,visual,1.0,2009.0,True,3545.0,14.298245614032568,-14.298245614032568,0
3530.7017543859674,abc075273c95,cocaine,,visual,1.0,2010.0,True,3592.0,61.29824561403257,-61.29824561403257,0
3530.7017543859674,abc075273c95,cocaine,,visual,1.0,2011.0,True,3814.0,283.29824561403257,-283.29824561403257,0
3530.7017543859674,abc075273c95,cocaine,,visual,1.0,2012.0,True,4043.0,512.2982456140326,-512.2982456140326,0
3530.7017543859674,abc075273c95,cocaine,,visual,1.0,2013.0,True,4385.0,854.2982456140326,-854.2982456140326,0
3530.7017543859674,abc075273c95,cocaine,,visual,1.0,2014.0,True,4864.0,1333.2982456140326,-1333.2982456140326,0
3530.7017543859674,abc075273c95,cocaine,,visual,1.0,2015.0,True,5517.0,1986.2982456140328,-1986.2982456140328,0
3530.7017543859674,abc075273c95,cocaine,,visual,1.0,2016.0,True,6364.0,2833.298245614033,-2833.298245614033,0
3530.7017543859674,abc075273c95,cocaine,,visual,1.0,2017.0,True,7188.0,3657.298245614033,-3657.298245614033,0
3530.7017543859674,abc075273c95,cocaine,,visual,1.0,2018.0,True,7765.0,4234.298245614033,-4234.298245614033,0
3530.7017543859674,abc075273c95,cocaine,,visual,1.0,2019.0,True,8323.0,4792.298245614033,-4792.298245614033,0
8899.12280701754,abc075273c95,heroin,,visual,1.0,2003.0,True,2080.0,6819.12280701754,6819.12280701754,0
15635.964912280702,abc075273c95,heroin,,visual,1.0,2004.0,True,1878.0,13757.964912280702,13757.964912280702,0
16758.771929824565,abc075273c95,heroin,,visual,1.0,2005.0,True,2009.0,14749.771929824565,14749.771929824565,0
16758.771929824565,abc075273c95,heroin,,visual,1.0,2006.0,True,2088.0,14670.771929824565,14670.771929824565,0
16758.771929824565,abc075273c95,heroin,,visual,1.0,2007.0,True,2399.0,14359.771929824565,14359.771929824565,0
16758.771929824565,abc075273c95,heroin,,visual,1.0,2008.0,True,3041.0,13717.771929824565,13717.771929824565,0
15916.666666666668,abc075273c95,heroin,,visual,1.0,2009.0,True,3278.0,12638.666666666668,12638.666666666668,0
14793.859649122804,abc075273c95,heroin,,visual,1.0,2010.0,True,3036.0,11757.859649122804,11757.859649122804,0
13671.05263157895,abc075273c95,heroin,,visual,1.0,2011.0,True,4397.0,9274.05263157895,9274.05263157895,0
11986.842105263157,abc075273c95,heroin,,visual,1.0,2012.0,True,5925.0,6061.842105263157,6061.842105263157,0
10864.0350877193,abc075273c95,heroin,,visual,1.0,2013.0,True,8257.0,2607.0350877193014,2607.0350877193014,0
10864.0350877193,abc075273c95,heroin,,visual,1.0,2014.0,True,10574.0,290.0350877193014,290.0350877193014,0
12828.947368421052,abc075273c95,heroin,,visual,1.0,2015.0,True,12989.0,160.0526315789466,-160.0526315789466,0
13671.05263157895,abc075273c95,heroin,,visual,1.0,2016.0,True,15482.0,1810.9473684210495,-1810.9473684210495,0
13671.05263157895,abc075273c95,heroin,,visual,1.0,2017.0,True,15482.0,1810.9473684210495,-1810.9473684210495,0
13671.05263157895,abc075273c95,heroin,,visual,1.0,2018.0,True,14996.0,1324.9473684210498,-1324.9473684210498,0
13671.05263157895,abc075273c95,heroin,,visual,1.0,2019.0,True,14019.0,347.94736842104976,-347.94736842104976,0
5565.789473684211,abc075273c95,opioids,,visual,1.0,2003.0,True,1400.0,4165.789473684211,4165.789473684211,0
7249.999999999996,abc075273c95,opioids,,visual,1.0,2004.0,True,1664.0,5585.999999999996,5585.999999999996,0
8372.807017543859,abc075273c95,opioids,,visual,1.0,2005.0,True,1742.0,6630.807017543859,6630.807017543859,0
8372.807017543859,abc075273c95,opioids,,visual,1.0,2006.0,True,2707.0,5665.807017543859,5665.807017543859,0
9495.614035087723,abc075273c95,opioids,,visual,1.0,2007.0,True,2213.0,7282.614035087723,7282.614035087723,0
13425.438596491224,abc075273c95,opioids,,visual,1.0,2008.0,True,2306.0,11119.438596491224,11119.438596491224,0
15671.052631578945,abc075273c95,opioids,,visual,1.0,2009.0,True,2946.0,12725.052631578945,12725.052631578945,0
16793.859649122805,abc075273c95,opioids,,visual,1.0,2010.0,True,3007.0,13786.859649122804,13786.859649122804,0
18478.070175438592,abc075273c95,opioids,,visual,1.0,2011.0,True,2666.0,15812.070175438592,15812.070175438592,0
19039.473684210523,abc075273c95,opioids,,visual,1.0,2012.0,True,2628.0,16411.473684210523,16411.473684210523,0
18197.36842105264,abc075273c95,opioids,,visual,1.0,2013.0,True,3105.0,15092.368421052635,15092.368421052635,0
18197.36842105264,abc075273c95,opioids,,visual,1.0,2014.0,True,5544.0,12653.368421052635,12653.368421052635,0
18197.36842105264,abc075273c95,opioids,,visual,1.0,2015.0,True,9580.0,8617.368421052637,8617.368421052637,0
18197.36842105264,abc075273c95,opioids,,visual,1.0,2016.0,True,19413.0,1215.6315789473629,-1215.6315789473629,0
18197.36842105264,abc075273c95,opioids,,visual,1.0,2017.0,True,28466.0,10268.631578947365,-10268.631578947365,0
18758.77192982456,abc075273c95,opioids,,visual,1.0,2018.0,True,31335.0,12576.228070175444,-12576.228070175444,0
21846.49122807017,abc075273c95,opioids,,visual,1.0,2019.0,True,36359.0,14512.508771929828,-14512.508771929828,0
26057.017543859653,abc075273c95,opioids,,visual,1.0,2020.0,True,56516.0,30458.982456140347,-30458.982456140347,0
27179.824561403504,abc075273c95,opioids,,visual,1.0,2021.0,True,70601.0,43421.175438596496,-43421.175438596496,0
3.0,2a3abd529300,gun,two,txt,,,,,,,0
1.0,2a3abd529300,hiv,two,txt,,,,,,,0
4.0,2a3abd529300,drugOverdose,two,txt,,,,,,,0
3.0,2a3abd529300,southAfrica,two,txt,,,,,,,0
4.0,2a3abd529300,italy,two,txt,,,,,,,0
5.0,2a3abd529300,population,two,txt,,,,,,,0
2.0,2a3abd529300,cocaine,two,txt,,,,,,,0
3.0,2a3abd529300,heroin,two,txt,,,,,,,0
5.0,2a3abd529300,opioids,two,txt,,,,,,,0
47219.29824561403,3e0e86486c44,gun,,visual,1.0,2003.0,True,44757.0,2462.2982456140307,2462.2982456140307,0
49184.210526315794,3e0e86486c44,gun,,visual,1.0,2004.0,True,44933.0,4251.210526315794,4251.210526315794,0
50307.01754385965,3e0e86486c44,gun,,visual,1.0,2005.0,True,45343.0,4964.017543859649,4964.017543859649,0
52271.9298245614,3e0e86486c44,gun,,visual,1.0,2006.0,True,45316.0,6955.929824561397,6955.929824561397,0
52552.63157894737,3e0e86486c44,gun,,visual,1.0,2007.0,True,43945.0,8607.631578947367,8607.631578947367,0
53114.0350877193,3e0e86486c44,gun,,visual,1.0,2008.0,True,39790.0,13324.035087719298,13324.035087719298,0
54517.54385964913,3e0e86486c44,gun,,visual,1.0,2009.0,True,36216.0,18301.54385964913,18301.54385964913,0
56201.75438596492,3e0e86486c44,gun,,visual,1.0,2010.0,True,35332.0,20869.75438596492,20869.75438596492,0
59850.87719298246,3e0e86486c44,gun,,visual,1.0,2011.0,True,35303.0,24547.877192982454,24547.877192982454,0
59850.87719298246,3e0e86486c44,gun,,visual,1.0,2012.0,True,36415.0,23435.877192982454,23435.877192982454,0
59570.175438596496,3e0e86486c44,gun,,visual,1.0,2013.0,True,35369.0,24201.175438596496,24201.175438596496,0
60131.57894736843,3e0e86486c44,gun,,visual,1.0,2014.0,True,35398.0,24733.578947368427,24733.578947368427,0
62096.491228070176,3e0e86486c44,gun,,visual,1.0,2015.0,True,37757.0,24339.491228070176,24339.491228070176,0
65745.61403508772,3e0e86486c44,gun,,visual,1.0,2016.0,True,40327.0,25418.614035087725,25418.614035087725,0
66868.42105263157,3e0e86486c44,gun,,visual,1.0,2017.0,True,40231.0,26637.421052631573,26637.421052631573,0
70236.84210526316,3e0e86486c44,gun,,visual,1.0,2018.0,True,39404.0,30832.84210526316,30832.84210526316,0
68833.33333333333,3e0e86486c44,gun,,visual,1.0,2019.0,True,39107.0,29726.33333333333,29726.33333333333,0
13622.807017543862,3e0e86486c44,hiv,,visual,1.0,2003.0,True,15100.0,1477.1929824561375,-1477.1929824561375,0
13903.508771929828,3e0e86486c44,hiv,,visual,1.0,2004.0,True,14416.0,512.4912280701719,-512.4912280701719,0
13342.105263157897,3e0e86486c44,hiv,,visual,1.0,2005.0,True,13839.0,496.8947368421032,-496.8947368421032,0
13061.403508771931,3e0e86486c44,hiv,,visual,1.0,2006.0,True,13265.0,203.5964912280688,-203.5964912280688,0
12780.701754385966,3e0e86486c44,hiv,,visual,1.0,2007.0,True,12444.0,336.7017543859656,336.7017543859656,0
12500.0,3e0e86486c44,hiv,,visual,1.0,2008.0,True,11400.0,1100.0,1100.0,0
11938.596491228069,3e0e86486c44,hiv,,visual,1.0,2009.0,True,10551.0,1387.5964912280688,1387.5964912280688,0
11938.596491228069,3e0e86486c44,hiv,,visual,1.0,2010.0,True,9143.0,2795.5964912280688,2795.5964912280688,0
11657.894736842103,3e0e86486c44,hiv,,visual,1.0,2011.0,True,8428.0,3229.894736842103,3229.894736842103,0
11096.491228070172,3e0e86486c44,hiv,,visual,1.0,2012.0,True,7973.0,3123.491228070172,3123.491228070172,0
10535.087719298248,3e0e86486c44,hiv,,visual,1.0,2013.0,True,7682.0,2853.087719298248,2853.087719298248,0
9973.684210526317,3e0e86486c44,hiv,,visual,1.0,2014.0,True,7413.0,2560.6842105263167,2560.6842105263167,0
9692.982456140351,3e0e86486c44,hiv,,visual,1.0,2015.0,True,7089.0,2603.982456140351,2603.982456140351,0
9692.982456140351,3e0e86486c44,hiv,,visual,1.0,2016.0,True,7430.0,2262.982456140351,2262.982456140351,0
8850.877192982454,3e0e86486c44,hiv,,visual,1.0,2017.0,True,7338.0,1512.8771929824543,1512.8771929824543,0
8570.175438596489,3e0e86486c44,hiv,,visual,1.0,2018.0,True,7200.0,1370.175438596489,1370.175438596489,0
8008.771929824566,3e0e86486c44,hiv,,visual,1.0,2019.0,True,7053.0,955.7719298245656,955.7719298245656,0
24938.596491228065,3e0e86486c44,drugOverdose,,visual,1.0,2003.0,True,25785.0,846.4035087719349,-846.4035087719349,0
26903.508771929828,3e0e86486c44,drugOverdose,,visual,1.0,2004.0,True,27424.0,520.4912280701719,-520.4912280701719,0
27745.614035087718,3e0e86486c44,drugOverdose,,visual,1.0,2005.0,True,29813.0,2067.385964912286,-2067.385964912286,0
28026.31578947368,3e0e86486c44,drugOverdose,,visual,1.0,2006.0,True,34425.0,6398.68421052632,-6398.68421052632,0
28307.01754385965,3e0e86486c44,drugOverdose,,visual,1.0,2007.0,True,36010.0,7702.982456140351,-7702.982456140351,0
28868.42105263158,3e0e86486c44,drugOverdose,,visual,1.0,2008.0,True,36450.0,7581.57894736842,-7581.57894736842,0
30552.631578947363,3e0e86486c44,drugOverdose,,visual,1.0,2009.0,True,37004.0,6451.368421052637,-6451.368421052637,0
30833.33333333333,3e0e86486c44,drugOverdose,,visual,1.0,2010.0,True,38329.0,7495.666666666668,-7495.666666666668,0
30833.33333333333,3e0e86486c44,drugOverdose,,visual,1.0,2011.0,True,41340.0,10506.666666666668,-10506.666666666668,0
31394.736842105263,3e0e86486c44,drugOverdose,,visual,1.0,2012.0,True,41502.0,10107.263157894737,-10107.263157894737,0
30833.33333333333,3e0e86486c44,drugOverdose,,visual,1.0,2013.0,True,43982.0,13148.666666666668,-13148.666666666668,0
31114.035087719298,3e0e86486c44,drugOverdose,,visual,1.0,2014.0,True,47055.0,15940.964912280702,-15940.964912280702,0
31114.035087719298,3e0e86486c44,drugOverdose,,visual,1.0,2015.0,True,52404.0,21289.964912280702,-21289.964912280702,0
31394.736842105263,3e0e86486c44,drugOverdose,,visual,1.0,2016.0,True,63632.0,32237.263157894737,-32237.263157894737,0
32517.54385964913,3e0e86486c44,drugOverdose,,visual,1.0,2017.0,True,70237.0,37719.45614035087,-37719.45614035087,0
33640.35087719298,3e0e86486c44,drugOverdose,,visual,1.0,2018.0,True,67367.0,33726.64912280702,-33726.64912280702,0
34482.45614035088,3e0e86486c44,drugOverdose,,visual,1.0,2019.0,True,70630.0,36147.54385964912,-36147.54385964912,0
1.5866228070175437,3e0e86486c44,southAfrica,,visual,1.0,2003.0,True,1.54,0.0466228070175436,0.0466228070175436,0
1.5866228070175437,3e0e86486c44,southAfrica,,visual,1.0,2004.0,True,1.53,0.0566228070175436,0.0566228070175436,0
1.6217105263157894,3e0e86486c44,southAfrica,,visual,1.0,2005.0,True,1.5,0.1217105263157893,0.1217105263157893,0
1.5866228070175437,3e0e86486c44,southAfrica,,visual,1.0,2006.0,True,1.47,0.1166228070175436,0.1166228070175436,0
1.6918859649122808,3e0e86486c44,southAfrica,,visual,1.0,2007.0,True,1.42,0.2718859649122809,0.2718859649122809,0
1.6918859649122808,3e0e86486c44,southAfrica,,visual,1.0,2008.0,True,1.37,0.3218859649122807,0.3218859649122807,0
1.656798245614035,3e0e86486c44,southAfrica,,visual,1.0,2009.0,True,1.32,0.336798245614035,0.336798245614035,0
1.6918859649122808,3e0e86486c44,southAfrica,,visual,1.0,2010.0,True,1.32,0.3718859649122807,0.3718859649122807,0
1.902412280701754,3e0e86486c44,southAfrica,,visual,1.0,2011.0,True,1.27,0.632412280701754,0.632412280701754,0
1.9375,3e0e86486c44,southAfrica,,visual,1.0,2012.0,True,1.22,0.7174999999999998,0.7174999999999998,0
2.1480263157894743,3e0e86486c44,southAfrica,,visual,1.0,2013.0,True,1.15,0.9980263157894744,0.9980263157894744,0
2.077850877192983,3e0e86486c44,southAfrica,,visual,1.0,2014.0,True,1.09,0.9878508771929828,0.9878508771929828,0
2.1129385964912286,3e0e86486c44,southAfrica,,visual,1.0,2015.0,True,1.04,1.0729385964912286,1.0729385964912286,0
2.1129385964912286,3e0e86486c44,southAfrica,,visual,1.0,2016.0,True,1.0,1.1129385964912286,1.1129385964912286,0
2.077850877192983,3e0e86486c44,southAfrica,,visual,1.0,2017.0,True,1.0,1.077850877192983,1.077850877192983,0
2.1480263157894743,3e0e86486c44,southAfrica,,visual,1.0,2018.0,True,1.0,1.1480263157894743,1.1480263157894743,0
2.18311403508772,3e0e86486c44,southAfrica,,visual,1.0,2019.0,True,0.98,1.20311403508772,1.20311403508772,0
1.1765350877192982,3e0e86486c44,italy,,visual,1.0,2003.0,True,1.34,0.1634649122807019,-0.1634649122807019,0
1.2467105263157896,3e0e86486c44,italy,,visual,1.0,2004.0,True,1.36,0.1132894736842105,-0.1132894736842105,0
1.2467105263157896,3e0e86486c44,italy,,visual,1.0,2005.0,True,1.36,0.1132894736842105,-0.1132894736842105,0
1.2467105263157896,3e0e86486c44,italy,,visual,1.0,2006.0,True,1.36,0.1132894736842105,-0.1132894736842105,0
1.2467105263157896,3e0e86486c44,italy,,visual,1.0,2007.0,True,1.35,0.1032894736842104,-0.1032894736842104,0
1.2467105263157896,3e0e86486c44,italy,,visual,1.0,2008.0,True,1.34,0.0932894736842104,-0.0932894736842104,0
1.2467105263157896,3e0e86486c44,italy,,visual,1.0,2009.0,True,1.33,0.0832894736842104,-0.0832894736842104,0
1.281798245614035,3e0e86486c44,italy,,visual,1.0,2010.0,True,1.32,0.0382017543859647,-0.0382017543859647,0
1.316885964912281,3e0e86486c44,italy,,visual,1.0,2011.0,True,1.29,0.026885964912281,0.026885964912281,0
1.281798245614035,3e0e86486c44,italy,,visual,1.0,2012.0,True,1.24,0.0417982456140353,0.0417982456140353,0
1.281798245614035,3e0e86486c44,italy,,visual,1.0,2013.0,True,1.18,0.1017982456140353,0.1017982456140353,0
1.2467105263157896,3e0e86486c44,italy,,visual,1.0,2014.0,True,1.13,0.1167105263157897,0.1167105263157897,0
1.281798245614035,3e0e86486c44,italy,,visual,1.0,2015.0,True,1.1,0.1817982456140352,0.1817982456140352,0
1.211622807017544,3e0e86486c44,italy,,visual,1.0,2016.0,True,1.08,0.1316228070175438,0.1316228070175438,0
1.1765350877192982,3e0e86486c44,italy,,visual,1.0,2017.0,True,1.07,0.1065350877192981,0.1065350877192981,0
1.1414473684210524,3e0e86486c44,italy,,visual,1.0,2018.0,True,1.05,0.0914473684210523,0.0914473684210523,0
1.071271929824561,3e0e86486c44,italy,,visual,1.0,2019.0,True,1.01,0.0612719298245609,0.0612719298245609,0
3.082236842105263,3e0e86486c44,population,,visual,1.0,2003.0,True,2.75,0.3322368421052628,0.3322368421052628,0
3.117324561403509,3e0e86486c44,population,,visual,1.0,2004.0,True,2.81,0.3073245614035085,0.3073245614035085,0
3.1524122807017543,3e0e86486c44,population,,visual,1.0,2005.0,True,2.87,0.2824122807017541,0.2824122807017541,0
3.1875,3e0e86486c44,population,,visual,1.0,2006.0,True,2.91,0.2774999999999998,0.2774999999999998,0
3.50328947368421,3e0e86486c44,population,,visual,1.0,2007.0,True,2.94,0.5632894736842102,0.5632894736842102,0
3.713815789473685,3e0e86486c44,population,,visual,1.0,2008.0,True,2.98,0.7338157894736845,0.7338157894736845,0
3.783991228070176,3e0e86486c44,population,,visual,1.0,2009.0,True,3.01,0.7739912280701762,0.7739912280701762,0
3.9594298245614032,3e0e86486c44,population,,visual,1.0,2010.0,True,3.05,0.9094298245614034,0.9094298245614034,0
3.994517543859649,3e0e86486c44,population,,visual,1.0,2011.0,True,3.11,0.8845175438596491,0.8845175438596491,0
3.994517543859649,3e0e86486c44,population,,visual,1.0,2012.0,True,3.19,0.804517543859649,0.804517543859649,0
4.134868421052632,3e0e86486c44,population,,visual,1.0,2013.0,True,3.28,0.854868421052632,0.854868421052632,0
4.415570175438597,3e0e86486c44,population,,visual,1.0,2014.0,True,3.37,1.0455701754385966,1.0455701754385966,0
5.1173245614035086,3e0e86486c44,population,,visual,1.0,2015.0,True,3.46,1.6573245614035086,1.6573245614035086,0
5.468201754385965,3e0e86486c44,population,,visual,1.0,2016.0,True,3.56,1.9082017543859648,1.9082017543859648,0
5.713815789473684,3e0e86486c44,population,,visual,1.0,2017.0,True,3.64,2.073815789473684,2.073815789473684,0
5.854166666666667,3e0e86486c44,population,,visual,1.0,2018.0,True,3.67,2.184166666666667,2.184166666666667,0
5.959429824561404,3e0e86486c44,population,,visual,1.0,2019.0,True,3.7,2.259429824561404,2.259429824561404,0
3710.526315789471,3e0e86486c44,cocaine,,visual,1.0,2003.0,True,2747.0,963.5263157894706,963.5263157894706,0
3991.2280701754366,3e0e86486c44,cocaine,,visual,1.0,2004.0,True,3005.0,986.2280701754366,986.2280701754366,0
4552.631578947368,3e0e86486c44,cocaine,,visual,1.0,2005.0,True,3269.0,1283.6315789473683,1283.6315789473683,0
4271.929824561403,3e0e86486c44,cocaine,,visual,1.0,2006.0,True,3445.0,826.9298245614027,826.9298245614027,0
3991.2280701754366,3e0e86486c44,cocaine,,visual,1.0,2007.0,True,3477.0,514.2280701754366,514.2280701754366,0
4271.929824561403,3e0e86486c44,cocaine,,visual,1.0,2008.0,True,3512.0,759.9298245614027,759.9298245614027,0
4833.333333333334,3e0e86486c44,cocaine,,visual,1.0,2009.0,True,3545.0,1288.333333333334,1288.333333333334,0
5394.736842105265,3e0e86486c44,cocaine,,visual,1.0,2010.0,True,3592.0,1802.7368421052647,1802.7368421052647,0
4552.631578947368,3e0e86486c44,cocaine,,visual,1.0,2011.0,True,3814.0,738.6315789473683,738.6315789473683,0
5394.736842105265,3e0e86486c44,cocaine,,visual,1.0,2012.0,True,4043.0,1351.7368421052652,1351.7368421052652,0
4833.333333333334,3e0e86486c44,cocaine,,visual,1.0,2013.0,True,4385.0,448.33333333333394,448.33333333333394,0
4833.333333333334,3e0e86486c44,cocaine,,visual,1.0,2014.0,True,4864.0,30.66666666666606,-30.66666666666606,0
4833.333333333334,3e0e86486c44,cocaine,,visual,1.0,2015.0,True,5517.0,683.6666666666661,-683.6666666666661,0
4833.333333333334,3e0e86486c44,cocaine,,visual,1.0,2016.0,True,6364.0,1530.666666666666,-1530.666666666666,0
5114.0350877193,3e0e86486c44,cocaine,,visual,1.0,2017.0,True,7188.0,2073.9649122807004,-2073.9649122807004,0
3991.2280701754366,3e0e86486c44,cocaine,,visual,1.0,2018.0,True,7765.0,3773.7719298245634,-3773.7719298245634,0
3149.122807017548,3e0e86486c44,cocaine,,visual,1.0,2019.0,True,8323.0,5173.8771929824525,-5173.8771929824525,0
1833.333333333336,3e0e86486c44,heroin,,visual,1.0,2003.0,True,2080.0,246.66666666666424,-246.66666666666424,0
1833.333333333336,3e0e86486c44,heroin,,visual,1.0,2004.0,True,1878.0,44.66666666666424,-44.66666666666424,0
1833.333333333336,3e0e86486c44,heroin,,visual,1.0,2005.0,True,2009.0,175.66666666666424,-175.66666666666424,0
1833.333333333336,3e0e86486c44,heroin,,visual,1.0,2006.0,True,2088.0,254.66666666666424,-254.66666666666424,0
2956.14035087719,3e0e86486c44,heroin,,visual,1.0,2007.0,True,2399.0,557.14035087719,557.14035087719,0
4078.947368421053,3e0e86486c44,heroin,,visual,1.0,2008.0,True,3041.0,1037.947368421053,1037.947368421053,0
2675.438596491224,3e0e86486c44,heroin,,visual,1.0,2009.0,True,3278.0,602.561403508776,-602.561403508776,0
2394.7368421052674,3e0e86486c44,heroin,,visual,1.0,2010.0,True,3036.0,641.2631578947326,-641.2631578947326,0
2394.7368421052674,3e0e86486c44,heroin,,visual,1.0,2011.0,True,4397.0,2002.2631578947328,-2002.2631578947328,0
3517.5438596491217,3e0e86486c44,heroin,,visual,1.0,2012.0,True,5925.0,2407.4561403508783,-2407.4561403508783,0
2675.438596491224,3e0e86486c44,heroin,,visual,1.0,2013.0,True,8257.0,5581.5614035087765,-5581.5614035087765,0
2675.438596491224,3e0e86486c44,heroin,,visual,1.0,2014.0,True,10574.0,7898.561403508776,-7898.561403508776,0
3517.5438596491217,3e0e86486c44,heroin,,visual,1.0,2015.0,True,12989.0,9471.456140350878,-9471.456140350878,0
4078.947368421053,3e0e86486c44,heroin,,visual,1.0,2016.0,True,15482.0,11403.052631578948,-11403.052631578948,0
2956.14035087719,3e0e86486c44,heroin,,visual,1.0,2017.0,True,15482.0,12525.859649122807,-12525.859649122807,0
3236.842105263156,3e0e86486c44,heroin,,visual,1.0,2018.0,True,14996.0,11759.157894736843,-11759.157894736843,0
3798.2456140350873,3e0e86486c44,heroin,,visual,1.0,2019.0,True,14019.0,10220.754385964912,-10220.754385964912,0
1921.0526315789436,3e0e86486c44,opioids,,visual,1.0,2003.0,True,1400.0,521.0526315789434,521.0526315789434,0
2201.754385964909,3e0e86486c44,opioids,,visual,1.0,2004.0,True,1664.0,537.754385964909,537.754385964909,0
2201.754385964909,3e0e86486c44,opioids,,visual,1.0,2005.0,True,1742.0,459.754385964909,459.754385964909,0
2482.456140350875,3e0e86486c44,opioids,,visual,1.0,2006.0,True,2707.0,224.5438596491249,-224.5438596491249,0
3605.263157894738,3e0e86486c44,opioids,,visual,1.0,2007.0,True,2213.0,1392.263157894738,1392.263157894738,0
3605.263157894738,3e0e86486c44,opioids,,visual,1.0,2008.0,True,2306.0,1299.263157894738,1299.263157894738,0
3885.964912280704,3e0e86486c44,opioids,,visual,1.0,2009.0,True,2946.0,939.9649122807036,939.9649122807036,0
4447.368421052635,3e0e86486c44,opioids,,visual,1.0,2010.0,True,3007.0,1440.3684210526353,1440.3684210526353,0
5289.473684210524,3e0e86486c44,opioids,,visual,1.0,2011.0,True,2666.0,2623.473684210524,2623.473684210524,0
6412.280701754387,3e0e86486c44,opioids,,visual,1.0,2012.0,True,2628.0,3784.2807017543873,3784.2807017543873,0
7254.385964912284,3e0e86486c44,opioids,,visual,1.0,2013.0,True,3105.0,4149.385964912284,4149.385964912284,0
8377.19298245614,3e0e86486c44,opioids,,visual,1.0,2014.0,True,5544.0,2833.19298245614,2833.19298245614,0
9219.298245614036,3e0e86486c44,opioids,,visual,1.0,2015.0,True,9580.0,360.7017543859638,-360.7017543859638,0
9219.298245614036,3e0e86486c44,opioids,,visual,1.0,2016.0,True,19413.0,10193.701754385964,-10193.701754385964,0
