Unnamed: 0,article_recommend,article_surprise,article_interest,PID,treatment,article,study,topic_inv_drug_overdose_vlaue_opinion,topic_inv_defend_view_point_drugOverdose,topic_inv_learning_drug_overdose,topic_inv_motivation_gaining_knowledge,att_elic_drug_overdose_opinion_pre,att_elic_combat_drug_priority_pre,att_elic_opinion_on_drug_legalization_pre,att_elic_drug_overdose_opinion_post,att_elic_combat_drug_priority_post,att_elic_opinion_on_drug_legalization_post,gender,race,education,age,education.Comment,gender.Comment,race.Comment,survey_start,study_finish,study_duration,cogref_race,cogref_sheep,cogref_name,cogref_volume,cogref_Superbowl,exclude,topic_involvement,attitude_pre,attitude_post,recall_rmse,recall_signed_err,vis_elic_rmse,vis_elic_signed_err,recall_rmse.sc,vis_elic_rmse.sc
161,4,3,1,f8c1fb109487,Draw,Drug-use disorder,one,4,4,4,5,5,5,2,5,5,1,Woman,"East Asian e.g. Chinese, Japanese, South-East Asian",Masters,27,,,,1678808300632,1678808752542,7.53183333333333,first,8,june,27,The turf at the superbowl was not great however this was not the reason the chiefs won.,0,17,12,11,0.242126662077689,-0.0375451496388033,1.28399515629756,1.16885319917441,0.0242126662077689,0.128399515629756
162,4,3,1,f8c1fb109487,Draw,Synthetic opioids,one,4,4,4,5,5,5,2,5,5,1,Woman,"East Asian e.g. Chinese, Japanese, South-East Asian",Masters,27,,,,1678808300632,1678808752542,7.53183333333333,first,8,june,27,The turf at the superbowl was not great however this was not the reason the chiefs won.,0,17,12,11,12719.7783745035,10033.2077562327,13988.0784621023,9988.8864265928,0.158997229681293,0.174850980776279
163,2,1,2,dfacec79bdfe,Draw,Drug overdoses,one,2,1,1,2,3,3,5,4,3,5,Man,Hispanic/Latino,Undergraduate,29,,,,1678808300722,1678808954387,10.8944166666667,second,8,emily,27,the field conditions for the superbowl were very poor and some players were complaining ,0,6,11,12,3048.02171987214,-1708.12487100103,6253.96905265704,3493.11352696531,0.0381002714984018,0.078174613158213
164,2,1,2,dfacec79bdfe,Draw,Drug-use disorder,one,2,1,1,2,3,3,5,4,3,5,Man,Hispanic/Latino,Undergraduate,29,,,,1678808300722,1678808954387,10.8944166666667,second,8,emily,27,the field conditions for the superbowl were very poor and some players were complaining ,0,6,11,12,0.194249294385519,0.079618163054695,1.07528147896211,0.912642005944031,0.0194249294385519,0.107528147896211
165,3,3,3,dfacec79bdfe,Draw,Synthetic opioids,one,2,1,1,2,3,3,5,4,3,5,Man,Hispanic/Latino,Undergraduate,29,,,,1678808300722,1678808954387,10.8944166666667,second,8,emily,27,the field conditions for the superbowl were very poor and some players were complaining ,0,6,11,12,9502.56837000087,1771.66574330563,21557.4709970559,-11433.1305942694,0.118782104625011,0.269468387463199
166,1,2,3,74b5c59edc29,Control,Drug overdoses,one,2,2,2,2,3,3,2,3,3,2,Man,White/Caucasian/European,Masters,50,,,,1678808313503,1678809068470,12.5827833333333,second,8,Emily,27,The condition of the turf at this year's Superbowl and whether it affected the Eagles and them losing to the Chiefs because of it.,0,8,8,8,8269.47443708433,4632.17440660475,,,0.103368430463554,
167,1,2,2,74b5c59edc29,Control,Drug-use disorder,one,2,2,2,2,3,3,2,3,3,2,Man,White/Caucasian/European,Masters,50,,,,1678808313503,1678809068470,12.5827833333333,second,8,Emily,27,The condition of the turf at this year's Superbowl and whether it affected the Eagles and them losing to the Chiefs because of it.,0,8,8,8,0.560239595471158,0.543982198142414,,,0.0560239595471158,
168,2,3,3,74b5c59edc29,Control,Synthetic opioids,one,2,2,2,2,3,3,2,3,3,2,Man,White/Caucasian/European,Masters,50,,,,1678808313503,1678809068470,12.5827833333333,second,8,Emily,27,The condition of the turf at this year's Superbowl and whether it affected the Eagles and them losing to the Chiefs because of it.,0,8,8,8,19424.2157374246,15414.5558633426,,,0.242802696717807,
169,1,1,2,269d3c3ab9f7,Categorize,Drug overdoses,one,1,1,1,1,5,5,3,5,5,3,other,White/Caucasian/European,High School,19,,Nonbinary,,1678808320173,1678808867645,9.12453333333333,First,7,Emily,27,The Eagles lost because the turf was icy,0,4,13,13,17419.1929907374,-12721.7987616099,,,0.217739912384217,
170,1,1,2,269d3c3ab9f7,Categorize,Drug-use disorder,one,1,1,1,1,5,5,3,5,5,3,other,White/Caucasian/European,High School,19,,Nonbinary,,1678808320173,1678808867645,9.12453333333333,First,7,Emily,27,The Eagles lost because the turf was icy,0,4,13,13,2.55257884655032,1.16656346749226,,,0.255257884655032,
171,1,2,2,269d3c3ab9f7,Categorize,Synthetic opioids,one,1,1,1,1,5,5,3,5,5,3,other,White/Caucasian/European,High School,19,,Nonbinary,,1678808320173,1678808867645,9.12453333333333,First,7,Emily,27,The Eagles lost because the turf was icy,0,4,13,13,29897.7983915208,25036.4395198523,,,0.37372247989401,
172,2,2,4,ddc42351a95e,Draw,Drug overdoses,one,4,4,4,4,4,4,5,4,5,5,Man,White/Caucasian/European,High School,40,,,,1678808321615,1678808903050,9.69058333333333,second,8,Emily,27,"The turf on the Super Bowl field was bad for both teams not to the point of deciding the game, but enough where it had a noticeable effect.",0,16,13,14,10783.9211223216,-8742.43859649123,14003.8581986218,-9320.35397316822,0.134799014029021,0.175048227482772
173,3,2,4,ddc42351a95e,Draw,Drug-use disorder,one,4,4,4,4,4,4,5,4,5,5,Man,White/Caucasian/European,High School,40,,,,1678808321615,1678808903050,9.69058333333333,second,8,Emily,27,"The turf on the Super Bowl field was bad for both teams not to the point of deciding the game, but enough where it had a noticeable effect.",0,16,13,14,0.268156130911737,-0.2093717750258,1.71293243793136,1.43355908152735,0.0268156130911737,0.171293243793136
174,3,2,4,ddc42351a95e,Draw,Synthetic opioids,one,4,4,4,4,4,4,5,4,5,5,Man,White/Caucasian/European,High School,40,,,,1678808321615,1678808903050,9.69058333333333,second,8,Emily,27,"The turf on the Super Bowl field was bad for both teams not to the point of deciding the game, but enough where it had a noticeable effect.",0,16,13,14,10995.5908527951,9815.2945521699,10469.7578079282,-2121.91689750693,0.137444885659938,0.130871972599102
175,2,1,3,73a6d4887087,Control,Drug overdoses,one,2,2,3,3,4,4,2,4,4,2,Woman,White/Caucasian/European,High School,21,,,,1678808325393,1678808940765,10.2562,2,8,Emily ,27,Many players in the 2023 Super Bowl were upset about the turf conditions on the field. ,0,10,10,10,5776.76678352049,4622.62848297213,,,0.0722095847940062,
176,2,4,3,73a6d4887087,Control,Drug-use disorder,one,2,2,3,3,4,4,2,4,4,2,Woman,White/Caucasian/European,High School,21,,,,1678808325393,1678808940765,10.2562,2,8,Emily ,27,Many players in the 2023 Super Bowl were upset about the turf conditions on the field. ,0,10,10,10,1.7342404314052,1.42410990712074,,,0.17342404314052,
177,2,3,3,73a6d4887087,Control,Synthetic opioids,one,2,2,3,3,4,4,2,4,4,2,Woman,White/Caucasian/European,High School,21,,,,1678808325393,1678808940765,10.2562,2,8,Emily ,27,Many players in the 2023 Super Bowl were upset about the turf conditions on the field. ,0,10,10,10,8131.03252651363,5689.94829178209,,,0.10163790658142,
178,3,1,4,ccc625a0578d,Categorize,Drug overdoses,one,4,4,3,5,5,5,5,5,5,5,Woman,White/Caucasian/European,other,24,"Certificate in biotechnology from vocational school, some college but no degree (expected Fall 2023)",,,1678808344506,1678808881552,8.95076666666667,first,8,Emily,9',"The Eagles lost to the Chiefs, and while the turf on the field was less than desirable, the Eagles don't blame it on the field because both teams had to play on it ",0,16,15,15,7563.43051655596,4244.40350877192,,,0.0945428814569495,
179,3,1,3,ccc625a0578d,Categorize,Drug-use disorder,one,4,4,3,5,5,5,5,5,5,5,Woman,White/Caucasian/European,other,24,"Certificate in biotechnology from vocational school, some college but no degree (expected Fall 2023)",,,1678808344506,1678808881552,8.95076666666667,first,8,Emily,9',"The Eagles lost to the Chiefs, and while the turf on the field was less than desirable, the Eagles don't blame it on the field because both teams had to play on it ",0,16,15,15,0.298042032745992,-0.200567595459237,,,0.0298042032745992,
180,5,3,5,ccc625a0578d,Categorize,Synthetic opioids,one,4,4,3,5,5,5,5,5,5,5,Woman,White/Caucasian/European,other,24,"Certificate in biotechnology from vocational school, some college but no degree (expected Fall 2023)",,,1678808344506,1678808881552,8.95076666666667,first,8,Emily,9',"The Eagles lost to the Chiefs, and while the turf on the field was less than desirable, the Eagles don't blame it on the field because both teams had to play on it ",0,16,15,15,30809.8963518127,25808.6001846722,,,0.385123704397659,
181,3,4,4,2b7d81bac145,Control,Drug overdoses,one,1,1,2,4,4,3,4,4,3,4,Woman,White/Caucasian/European,Masters,35,,,,1678808347880,1678809096286,12.4734333333333,second,8,Emily,27,The turf where the Eagles and Chiefs played wasn't up to standards.,0,8,11,11,3857.4072201527,-3066.63366308694,,,0.0482175902519087,
182,2,2,2,2b7d81bac145,Control,Drug-use disorder,one,1,1,2,4,4,3,4,4,3,4,Woman,White/Caucasian/European,Masters,35,,,,1678808347880,1678809096286,12.4734333333333,second,8,Emily,27,The turf where the Eagles and Chiefs played wasn't up to standards.,0,8,11,11,0.10506816259165,0.0295156063556177,,,0.010506816259165,
183,3,5,4,2b7d81bac145,Control,Synthetic opioids,one,1,1,2,4,4,3,4,4,3,4,Woman,White/Caucasian/European,Masters,35,,,,1678808347880,1678809096286,12.4734333333333,second,8,Emily,27,The turf where the Eagles and Chiefs played wasn't up to standards.,0,8,11,11,9852.602713343,7586.25142111034,,,0.123157533916787,
184,3,2,4,2440821512bf,Categorize,Drug overdoses,one,2,1,3,3,5,4,3,5,5,3,Man,White/Caucasian/European,Undergraduate,31,,,,1678808356019,1678809390242,17.23705,1st,8,Emily,27,It talks about how the turf conditions contributed to poor play during the super bowl.,0,9,12,13,7613.49380420263,5786.71517027864,,,0.0951686725525329,
185,3,1,3,2440821512bf,Categorize,Drug-use disorder,one,2,1,3,3,5,4,3,5,5,3,Man,White/Caucasian/European,Undergraduate,31,,,,1678808356019,1678809390242,17.23705,1st,8,Emily,27,It talks about how the turf conditions contributed to poor play during the super bowl.,0,9,12,13,0.288614025340852,-0.237396800825593,,,0.0288614025340852,
186,3,1,3,2440821512bf,Categorize,Synthetic opioids,one,2,1,3,3,5,4,3,5,5,3,Man,White/Caucasian/European,Undergraduate,31,,,,1678808356019,1678809390242,17.23705,1st,8,Emily,27,It talks about how the turf conditions contributed to poor play during the super bowl.,0,9,12,13,10335.6259068459,7913.40166204987,,,0.129195323835574,
187,2,2,3,f65f0b845c6e,Draw,Drug overdoses,one,2,2,1,1,3,5,4,4,5,3,Man,African American/Black,High School,20,,,,1678808360486,1678809277217,15.27885,2nd,8,june,9,how the eagles played in the rain,0,6,12,12,14742.8540902547,12866.1785345717,9522.22747508421,201.575851393187,0.184285676128184,0.119027843438553
188,2,2,3,f65f0b845c6e,Draw,Drug-use disorder,one,2,2,1,1,3,5,4,4,5,3,Man,African American/Black,High School,20,,,,1678808360486,1678809277217,15.27885,2nd,8,june,9,how the eagles played in the rain,0,6,12,12,3.97175087208195,3.17901186790506,3.7401870524943,-0.0973039215686278,0.397175087208195,0.37401870524943
189,2,2,3,f65f0b845c6e,Draw,Synthetic opioids,one,2,2,1,1,3,5,4,4,5,3,Man,African American/Black,High School,20,,,,1678808360486,1678809277217,15.27885,2nd,8,june,9,how the eagles played in the rain,0,6,12,12,35928.1753615518,33357.5383194829,49956.1823809132,46624.8513388735,0.449102192019398,0.624452279761416
190,2,4,3,af671908e22f,Categorize,Drug overdoses,one,2,1,2,2,2,2,4,3,2,4,Man,White/Caucasian/European,Undergraduate,26,,,,1678808364233,1678808681335,5.28503333333333,first,7,June,9,The field was a clear issue during the superbowl but it wasnt used as an excuse,0,7,8,9,3179.8406133099,-433.099071207434,,,0.0397480076663737,
191,2,3,3,af671908e22f,Categorize,Drug-use disorder,one,2,1,2,2,2,2,4,3,2,4,Man,White/Caucasian/European,Undergraduate,26,,,,1678808364233,1678808681335,5.28503333333333,first,7,June,9,The field was a clear issue during the superbowl but it wasnt used as an excuse,0,7,8,9,0.163577932653636,-0.0024896800825589,,,0.0163577932653636,
192,3,4,4,af671908e22f,Categorize,Synthetic opioids,one,2,1,2,2,2,2,4,3,2,4,Man,White/Caucasian/European,Undergraduate,26,,,,1678808364233,1678808681335,5.28503333333333,first,7,June,9,The field was a clear issue during the superbowl but it wasnt used as an excuse,0,7,8,9,4814.82414363263,156.24561403509,,,0.0601853017954078,
193,4,4,3,b42d7c2c8c9e,Draw,Drug overdoses,one,2,2,2,2,4,4,4,5,5,3,Woman,White/Caucasian/European,Undergraduate,35,,,,1678808365029,1678808948551,9.72536666666667,first,8,Emily,0,The Eagles lost a game due to bad turf on the field.,0,8,12,13,6919.97291452322,1675.56794617518,10286.5751256863,-6349.19985568241,0.0864996614315402,0.128582189071078
194,3,2,2,b42d7c2c8c9e,Draw,Drug-use disorder,one,2,2,2,2,4,4,4,5,5,3,Woman,White/Caucasian/European,Undergraduate,35,,,,1678808365029,1678808948551,9.72536666666667,first,8,Emily,0,The Eagles lost a game due to bad turf on the field.,0,8,12,13,0.333018081004049,-0.162021847184598,2.01778607563796,1.83106316565483,0.0333018081004049,0.201778607563796
195,3,5,4,b42d7c2c8c9e,Draw,Synthetic opioids,one,2,2,2,2,4,4,4,5,5,3,Woman,White/Caucasian/European,Undergraduate,35,,,,1678808365029,1678808948551,9.72536666666667,first,8,Emily,0,The Eagles lost a game due to bad turf on the field.,0,8,12,13,17155.7573292032,14248.4910946157,14166.0538993523,-3627.77852680632,0.214446966615039,0.177075673741904
196,2,2,5,2aebb9106183,Control,Drug overdoses,one,3,2,3,3,4,4,4,4,4,4,Woman,White/Caucasian/European,High School,50,,,,1678808365817,1678809022468,10.9441833333333,second,8,Emily,0,The slippery field during the Super Bowl made it difficult for both teams to play on.,0,11,12,12,8302.78782358625,7471.18369453045,,,0.103784847794828,
197,1,4,4,2aebb9106183,Control,Drug-use disorder,one,3,2,3,3,4,4,4,4,4,4,Woman,White/Caucasian/European,High School,50,,,,1678808365817,1678809022468,10.9441833333333,second,8,Emily,0,The slippery field during the Super Bowl made it difficult for both teams to play on.,0,11,12,12,1.77363993666825,1.5968717750258,,,0.177363993666825,
198,2,5,5,2aebb9106183,Control,Synthetic opioids,one,3,2,3,3,4,4,4,4,4,4,Woman,White/Caucasian/European,High School,50,,,,1678808365817,1678809022468,10.9441833333333,second,8,Emily,0,The slippery field during the Super Bowl made it difficult for both teams to play on.,0,11,12,12,15305.5724874003,11342.5337026777,,,0.191319656092503,
199,4,1,4,6e50fcabed56,Categorize,Drug overdoses,one,1,3,5,5,5,5,5,5,4,5,Man,Hispanic/Latino,Undergraduate,30,,,,1678808371598,1678809665640,21.5673666666667,second,8,emily,27,"the turf was an issue on why the denfenders didnt do that great on superbowl sunday. However thats no excuse since the other team, chiefs, also had to play",0,14,15,14,5429.52371071521,-1384.0794633643,,,0.0678690463839401,
200,3,1,4,6e50fcabed56,Categorize,Drug-use disorder,one,1,3,5,5,5,5,5,5,4,5,Man,Hispanic/Latino,Undergraduate,30,,,,1678808371598,1678809665640,21.5673666666667,second,8,emily,27,"the turf was an issue on why the denfenders didnt do that great on superbowl sunday. However thats no excuse since the other team, chiefs, also had to play",0,14,15,14,0.125743570934904,0.0899058307533536,,,0.0125743570934904,
201,3,3,3,6e50fcabed56,Categorize,Synthetic opioids,one,1,3,5,5,5,5,5,5,4,5,Man,Hispanic/Latino,Undergraduate,30,,,,1678808371598,1678809665640,21.5673666666667,second,8,emily,27,"the turf was an issue on why the denfenders didnt do that great on superbowl sunday. However thats no excuse since the other team, chiefs, also had to play",0,14,15,14,25006.0891034717,16757.8153277932,,,0.312576113793396,
202,2,1,2,c6255ab0d62d,Draw,Drug overdoses,one,3,3,3,3,3,4,4,4,4,4,Woman,White/Caucasian/European,Undergraduate,53,,,,1678808375903,1678808982394,10.1081833333333,first,8,June,3,"While bad turf didn't decide the game, it did affect the quality of both team's ability to compete",0,12,11,12,6319.31415933933,5382.48229086042,7195.74564489409,1300.7511146317,0.0789914269917417,0.0899468205611761
203,3,4,3,c6255ab0d62d,Draw,Drug-use disorder,one,3,3,3,3,3,4,4,4,4,4,Woman,White/Caucasian/European,Undergraduate,53,,,,1678808375903,1678808982394,10.1081833333333,first,8,June,3,"While bad turf didn't decide the game, it did affect the quality of both team's ability to compete",0,12,11,12,0.158076661807942,0.0998970149840361,3.5232621092006,3.07079527611826,0.0158076661807942,0.35232621092006
204,3,4,4,c6255ab0d62d,Draw,Synthetic opioids,one,3,3,3,3,3,4,4,4,4,4,Woman,White/Caucasian/European,Undergraduate,53,,,,1678808375903,1678808982394,10.1081833333333,first,8,June,3,"While bad turf didn't decide the game, it did affect the quality of both team's ability to compete",0,12,11,12,3808.59598118612,-916.04976771699,19630.2455859967,-8004.50982874538,0.0476074497648266,0.245378069824958
205,3,3,4,093810c4bcdb,Categorize,Drug overdoses,one,3,3,4,4,4,4,4,4,4,4,Man,White/Caucasian/European,Masters,26,,,,1678808382282,1678809644191,21.0318166666667,second ,8,emily,27,"though the field conditions were awful, it did not decide the outcome of the outcome of the game",0,14,12,12,16624.3223351846,15137.0756115357,,,0.207804029189807,
206,4,4,3,093810c4bcdb,Categorize,Drug-use disorder,one,3,3,4,4,4,4,4,4,4,4,Man,White/Caucasian/European,Masters,26,,,,1678808382282,1678809644191,21.0318166666667,second ,8,emily,27,"though the field conditions were awful, it did not decide the outcome of the outcome of the game",0,14,12,12,1.71919282382147,1.66880794245638,,,0.171919282382147,
207,3,3,4,093810c4bcdb,Categorize,Synthetic opioids,one,3,3,4,4,4,4,4,4,4,4,Man,White/Caucasian/European,Masters,26,,,,1678808382282,1678809644191,21.0318166666667,second ,8,emily,27,"though the field conditions were awful, it did not decide the outcome of the outcome of the game",0,14,12,12,20243.5667159626,5265.4785931729,,,0.253044583949532,
208,3,4,4,409fd505ec63,Draw,Drug overdoses,one,2,2,4,4,4,5,4,4,5,4,Man,White/Caucasian/European,Undergraduate,28,,,,1678808384566,1678808793718,6.8192,Second,8,Emily,27,"The turf condition during the Super Bowl was subpar, and it impacted the play of both teams.",0,12,13,13,7611.45370411278,-4086.09184726523,5946.39929719857,124.434468524247,0.0951431713014097,0.0743299912149821
209,2,1,3,409fd505ec63,Draw,Drug-use disorder,one,2,2,4,4,4,5,4,4,5,4,Man,White/Caucasian/European,Undergraduate,28,,,,1678808384566,1678808793718,6.8192,Second,8,Emily,27,"The turf condition during the Super Bowl was subpar, and it impacted the play of both teams.",0,12,13,13,0.136102734938378,-0.0174213106295156,0.448419384656932,0.331391898864809,0.0136102734938378,0.0448419384656932
210,3,4,4,409fd505ec63,Draw,Synthetic opioids,one,2,2,4,4,4,5,4,4,5,4,Man,White/Caucasian/European,Undergraduate,28,,,,1678808384566,1678808793718,6.8192,Second,8,Emily,27,"The turf condition during the Super Bowl was subpar, and it impacted the play of both teams.",0,12,13,13,5836.37968293745,4836.53185595568,20629.9817067517,-10336.1366574331,0.0729547460367182,0.257874771334396
211,2,4,3,5c7762371c97,Categorize,Drug overdoses,one,2,2,3,3,4,4,3,5,4,3,Man,White/Caucasian/European,Masters,25,,,,1678808385038,1678808880545,8.25845,Second,8,Emily,27,Eagles stating that the field was in poor condition that affected some of their game plan and schemes in the Super Bowl.,0,10,11,12,3136.08450975188,-942.128998968015,,,0.0392010563718985,
212,3,3,3,5c7762371c97,Categorize,Drug-use disorder,one,2,2,3,3,4,4,3,5,4,3,Man,White/Caucasian/European,Masters,25,,,,1678808385038,1678808880545,8.25845,Second,8,Emily,27,Eagles stating that the field was in poor condition that affected some of their game plan and schemes in the Super Bowl.,0,10,11,12,0.201867276782633,0.0886803405572749,,,0.0201867276782633,
213,4,5,4,5c7762371c97,Categorize,Synthetic opioids,one,2,2,3,3,4,4,3,5,4,3,Man,White/Caucasian/European,Masters,25,,,,1678808385038,1678808880545,8.25845,Second,8,Emily,27,Eagles stating that the field was in poor condition that affected some of their game plan and schemes in the Super Bowl.,0,10,11,12,5850.26754446649,112.155124653738,,,0.0731283443058311,
214,4,1,4,327bf42fab10,Categorize,Drug overdoses,one,3,3,2,3,4,4,5,5,4,5,Man,other,High School,33,,,Mixed Race/Bi-Racial,1678808396337,1678809298341,15.0334,Second,8,Emily,0,Players from the Eagles said that the turf conditions for the Super Bowl we poor and contributed to their performance.,0,11,13,14,7017.3410135118,3095.79669762641,,,0.0877167626688976,
215,3,1,4,327bf42fab10,Categorize,Drug-use disorder,one,3,3,2,3,4,4,5,5,4,5,Man,other,High School,33,,,Mixed Race/Bi-Racial,1678808396337,1678809298341,15.0334,Second,8,Emily,0,Players from the Eagles said that the turf conditions for the Super Bowl we poor and contributed to their performance.,0,11,13,14,0.342699154400383,-0.244556243550052,,,0.0342699154400383,
216,4,1,5,327bf42fab10,Categorize,Synthetic opioids,one,3,3,2,3,4,4,5,5,4,5,Man,other,High School,33,,,Mixed Race/Bi-Racial,1678808396337,1678809298341,15.0334,Second,8,Emily,0,Players from the Eagles said that the turf conditions for the Super Bowl we poor and contributed to their performance.,0,11,13,14,6272.64387405797,2596.22714681441,,,0.0784080484257246,
217,3,1,3,63a9e88240a6,Control,Drug overdoses,one,2,3,2,2,4,4,2,4,4,2,Woman,White/Caucasian/European,Undergraduate,48,,,,1678808422222,1678809744567,22.0390833333333,second,8,Emily,9,the eagles position in the game wasn't due to the field conditions,0,9,10,10,2532.30059489005,758.593395252836,,,0.0316537574361257,
218,3,1,3,63a9e88240a6,Control,Drug-use disorder,one,2,3,2,2,4,4,2,4,4,2,Woman,White/Caucasian/European,Undergraduate,48,,,,1678808422222,1678809744567,22.0390833333333,second,8,Emily,9,the eagles position in the game wasn't due to the field conditions,0,9,10,10,0.261687038510284,0.1031282249742,,,0.0261687038510284,
219,2,1,3,63a9e88240a6,Control,Synthetic opioids,one,2,3,2,2,4,4,2,4,4,2,Woman,White/Caucasian/European,Undergraduate,48,,,,1678808422222,1678809744567,22.0390833333333,second,8,Emily,9,the eagles position in the game wasn't due to the field conditions,0,9,10,10,3699.33439478981,318.987996306556,,,0.0462416799348727,
220,4,2,4,874d41c14b8d,Draw,Drug overdoses,one,5,5,5,5,5,5,5,5,5,5,Woman,White/Caucasian/European,Masters,33,,,,1678808426973,1678808886968,7.66658333333333,2,8,june,9,There were poor field conditions at a football game between the Chiefs and Eagles,0,20,15,15,3915.28652855789,-204.853915723368,4434.84575560947,-535.091210836727,0.0489410816069736,0.0554355719451184
221,3,3,3,874d41c14b8d,Draw,Drug-use disorder,one,5,5,5,5,5,5,5,5,5,5,Woman,White/Caucasian/European,Masters,33,,,,1678808426973,1678808886968,7.66658333333333,2,8,june,9,There were poor field conditions at a football game between the Chiefs and Eagles,0,20,15,15,0.150379703094153,-0.0689022918480715,1.76069527283148,1.52036494677281,0.0150379703094153,0.176069527283148
222,5,4,5,874d41c14b8d,Draw,Synthetic opioids,one,5,5,5,5,5,5,5,5,5,5,Woman,White/Caucasian/European,Masters,33,,,,1678808426973,1678808886968,7.66658333333333,2,8,june,9,There were poor field conditions at a football game between the Chiefs and Eagles,0,20,15,15,8283.46393079272,6373.08467261261,12753.3814442438,-5534.5792521497,0.103543299134909,0.159417268053048
223,3,1,2,77cf006f8089,Control,Drug overdoses,one,2,2,2,4,4,4,3,4,4,3,Woman,African American/Black,Undergraduate,35,,,,1678808451212,1678809333335,14.70205,1st place,8,June,9,The field conditions were not good for both teams.,0,10,11,11,10374.346815981,7356.11661506708,,,0.129679335199762,
224,2,2,2,77cf006f8089,Control,Drug-use disorder,one,2,2,2,4,4,4,3,4,4,3,Woman,African American/Black,Undergraduate,35,,,,1678808451212,1678809333335,14.70205,1st place,8,June,9,The field conditions were not good for both teams.,0,10,11,11,1.48053891756424,-0.753424922600619,,,0.148053891756424,
225,2,2,2,77cf006f8089,Control,Synthetic opioids,one,2,2,2,4,4,4,3,4,4,3,Woman,African American/Black,Undergraduate,35,,,,1678808451212,1678809333335,14.70205,1st place,8,June,9,The field conditions were not good for both teams.,0,10,11,11,21457.3492276834,15846.2271468144,,,0.268216865346042,
226,3,4,4,df413b36c3f6,Control,Drug overdoses,one,3,3,3,4,3,5,3,5,5,3,Man,White/Caucasian/European,Undergraduate,25,,,,1678808519003,1678808935443,6.94066666666667,Second,8,Emily,27,"The Eagles did not want to make excuses for the loss in the Super Bowl, but having poor turf conditions didn't help.",0,13,11,13,5759.16699143504,179.73780002338,,,0.071989587392938,
227,2,3,3,df413b36c3f6,Control,Drug-use disorder,one,3,3,3,4,3,5,3,5,5,3,Man,White/Caucasian/European,Undergraduate,25,,,,1678808519003,1678808935443,6.94066666666667,Second,8,Emily,27,"The Eagles did not want to make excuses for the loss in the Super Bowl, but having poor turf conditions didn't help.",0,13,11,13,0.337602914980976,0.305281071618614,,,0.0337602914980976,
228,3,5,5,df413b36c3f6,Control,Synthetic opioids,one,3,3,3,4,3,5,3,5,5,3,Man,White/Caucasian/European,Undergraduate,25,,,,1678808519003,1678808935443,6.94066666666667,Second,8,Emily,27,"The Eagles did not want to make excuses for the loss in the Super Bowl, but having poor turf conditions didn't help.",0,13,11,13,2857.97155888552,274.595656235575,,,0.035724644486069,
229,2,2,3,33cc8cfd0c42,Control,Drug overdoses,one,4,2,3,3,4,4,4,4,5,2,Man,"East Asian e.g. Chinese, Japanese, South-East Asian",Undergraduate,26,,,,1678808549945,1678809442420,14.8745833333333,second,8,June,27,The turf used at the Super Bowl in Arizona was subpar and caused issues for players.,0,12,12,11,3962.67276256226,-403.94530443757,,,0.0495334095320283,
230,3,1,3,33cc8cfd0c42,Control,Drug-use disorder,one,4,2,3,3,4,4,4,4,5,2,Man,"East Asian e.g. Chinese, Japanese, South-East Asian",Undergraduate,26,,,,1678808549945,1678809442420,14.8745833333333,second,8,June,27,The turf used at the Super Bowl in Arizona was subpar and caused issues for players.,0,12,12,11,0.175712560937351,0.139441434468524,,,0.0175712560937351,
231,3,3,4,33cc8cfd0c42,Control,Synthetic opioids,one,4,2,3,3,4,4,4,4,5,2,Man,"East Asian e.g. Chinese, Japanese, South-East Asian",Undergraduate,26,,,,1678808549945,1678809442420,14.8745833333333,second,8,June,27,The turf used at the Super Bowl in Arizona was subpar and caused issues for players.,0,12,12,11,7973.51969274241,5545.67313019391,,,0.0996689961592801,
232,5,1,4,b68cf9a7aca2,Categorize,Drug overdoses,one,4,3,4,5,5,5,3,5,5,3,Woman,other,High School,30,,,Mixed Race,1678808585413,1678809884955,21.6590333333333,first,8,Emily ,9 cubic feet,The Philadelphia Eagles and Kansas City Chiefs had to play on a rough football field during Super Bowl 2023. ,0,16,13,13,17359.4358512629,9089.75498875794,,,0.216992948140786,
233,4,1,4,b68cf9a7aca2,Categorize,Drug-use disorder,one,4,3,4,5,5,5,3,5,5,3,Woman,other,High School,30,,,Mixed Race,1678808585413,1678809884955,21.6590333333333,first,8,Emily ,9 cubic feet,The Philadelphia Eagles and Kansas City Chiefs had to play on a rough football field during Super Bowl 2023. ,0,16,13,13,0.254210445917598,-0.132492547286184,,,0.0254210445917598,
234,4,1,4,b68cf9a7aca2,Categorize,Synthetic opioids,one,4,3,4,5,5,5,3,5,5,3,Woman,other,High School,30,,,Mixed Race,1678808585413,1678809884955,21.6590333333333,first,8,Emily ,9 cubic feet,The Philadelphia Eagles and Kansas City Chiefs had to play on a rough football field during Super Bowl 2023. ,0,16,13,13,13617.8289706983,9764.01775080433,,,0.170222862133728,
235,3,3,3,84387a4b1d7f,Draw,Drug overdoses,one,4,4,4,3,2,2,3,3,3,3,Woman,White/Caucasian/European,Undergraduate,29,,,,1678808667903,1678809393214,12.0885166666667,second,8,Emily,64,"t’s the NFL, you’d think it would be better so we can get some better play.",0,15,7,9,18896.9674157148,-16975.6853594234,9950.12145541352,-6259.48308904155,0.236212092696435,0.124376518192669
