recall_Recommend_article,recall_Content_surprise,recall_view_opinion,PID,treatment,article,study,topic_inv_drug_overdose_vlaue_opinion,topic_inv_defend_view_point_drugOverdose,topic_inv_learning_drug_overdose,topic_inv_motivation_gaining_knowledge,att_elic_drug_overdose_opinion_pre,att_elic_combat_drug_priority_pre,att_elic_opinion_on_drug_legalization_pre,att_elic_drug_overdose_opinion_post,att_elic_combat_drug_priority_post,att_elic_opinion_on_drug_legalization_post,gender,race,education,age,education-Comment,gender-Comment,race-Comment,survey_start,study_finish,study_duration,cogref_race,cogref_sheep,cogref_name,cogref_volume,cogref_Superbowl,exclude
Not at All,Extremely,A little,c079d48907f7,control,population,one,Not at All,Not at All,Not at All,Not at All,Extremely serious problem,Not a Priority,Strongly Favor,Extremely serious problem,Not a Priority,Strongly Favor,Man,White/Caucasian/European,other,20,no high school,,,1678808165448.0,1678809177205.0,16.862616666666668,first,8,Emily,27,Field conditions were seemingly blamed for the poor performance of the eagles ,0
Moderately,Extremely,A little,c079d48907f7,control,opioids,one,Not at All,Not at All,Not at All,Not at All,Extremely serious problem,Not a Priority,Strongly Favor,Extremely serious problem,Not a Priority,Strongly Favor,Man,White/Caucasian/European,other,20,no high school,,,1678808165448.0,1678809177205.0,16.862616666666668,first,8,Emily,27,Field conditions were seemingly blamed for the poor performance of the eagles ,0
A lot,A little,Extremely,6c35f6781de3,visual,drugOverdose,one,A lot,A lot,Extremely,Extremely,Extremely serious problem,High Priority,Strongly Favor,Extremely serious problem,High Priority,Strongly Favor,Woman,White/Caucasian/European,High School,23,,,,1678808167730.0,1678808684376.0,8.610766666666667,second place,7 sheep,June,9 ,The Arizona Superbowl field was hard to play on due to the turf. ,0
A lot,Moderately,Extremely,6c35f6781de3,visual,population,one,A lot,A lot,Extremely,Extremely,Extremely serious problem,High Priority,Strongly Favor,Extremely serious problem,High Priority,Strongly Favor,Woman,White/Caucasian/European,High School,23,,,,1678808167730.0,1678808684376.0,8.610766666666667,second place,7 sheep,June,9 ,The Arizona Superbowl field was hard to play on due to the turf. ,0
Extremely,A lot,Extremely,6c35f6781de3,visual,opioids,one,A lot,A lot,Extremely,Extremely,Extremely serious problem,High Priority,Strongly Favor,Extremely serious problem,High Priority,Strongly Favor,Woman,White/Caucasian/European,High School,23,,,,1678808167730.0,1678808684376.0,8.610766666666667,second place,7 sheep,June,9 ,The Arizona Superbowl field was hard to play on due to the turf. ,0
Not at All,Not at All,A lot,4fe4759fa42f,txt,drugOverdose,one,Not at All,Not at All,A lot,A lot,Serious problem,High Priority,Strongly Favor,Extremely serious problem,High Priority,Strongly Favor,Woman,African American/Black,Undergraduate,23,,,,1678808177595.0,1678808924697.0,12.4517,2nd ,7,Emily,3,The turf of the football field affected the outcome of the game.,0
Not at All,Not at All,Moderately,4fe4759fa42f,txt,population,one,Not at All,Not at All,A lot,A lot,Serious problem,High Priority,Strongly Favor,Extremely serious problem,High Priority,Strongly Favor,Woman,African American/Black,Undergraduate,23,,,,1678808177595.0,1678808924697.0,12.4517,2nd ,7,Emily,3,The turf of the football field affected the outcome of the game.,0
Not at All,Not at All,A lot,4fe4759fa42f,txt,opioids,one,Not at All,Not at All,A lot,A lot,Serious problem,High Priority,Strongly Favor,Extremely serious problem,High Priority,Strongly Favor,Woman,African American/Black,Undergraduate,23,,,,1678808177595.0,1678808924697.0,12.4517,2nd ,7,Emily,3,The turf of the football field affected the outcome of the game.,0
Not at All,Moderately,A little,331feb8163a2,txt,drugOverdose,one,A little,Not at All,A little,A little,Moderate problem,Neutral,Somewhat Oppose,serious problem,Neutral,Somewhat Oppose,Man,African American/Black,High School,23,,,,1678808192027.0,1678808838321.0,10.771566666666669,second,8,Emily,3,The two teams were having difficulties playing due to poor field conditions.,0
Not at All,Not at All,A little,331feb8163a2,txt,population,one,A little,Not at All,A little,A little,Moderate problem,Neutral,Somewhat Oppose,serious problem,Neutral,Somewhat Oppose,Man,African American/Black,High School,23,,,,1678808192027.0,1678808838321.0,10.771566666666669,second,8,Emily,3,The two teams were having difficulties playing due to poor field conditions.,0
Not at All,Moderately,A little,331feb8163a2,txt,opioids,one,A little,Not at All,A little,A little,Moderate problem,Neutral,Somewhat Oppose,serious problem,Neutral,Somewhat Oppose,Man,African American/Black,High School,23,,,,1678808192027.0,1678808838321.0,10.771566666666669,second,8,Emily,3,The two teams were having difficulties playing due to poor field conditions.,0
A little,Extremely,Moderately,d99003c4a6c7,visual,drugOverdose,one,Not at All,Not at All,Not at All,Not at All,Serious problem,Neutral,Strongly Oppose,Extremely serious problem,Moderate Priority,Strongly Oppose,Man,African American/Black,Undergraduate,32,,,,1678808211193.0,1678809540670.0,22.15795,2nd,8,Emily,27,"The field conditions at the Arizona Cardinals stadium affected both teams and likely slowed down the Eagles' pass rushers during their game against the Kansas City Chiefs, although the Eagles' head coach Nick Sirianni emphasized that it did not decide the outcome of the game.",0
A little,A little,A little,d99003c4a6c7,visual,population,one,Not at All,Not at All,Not at All,Not at All,Serious problem,Neutral,Strongly Oppose,Extremely serious problem,Moderate Priority,Strongly Oppose,Man,African American/Black,Undergraduate,32,,,,1678808211193.0,1678809540670.0,22.15795,2nd,8,Emily,27,"The field conditions at the Arizona Cardinals stadium affected both teams and likely slowed down the Eagles' pass rushers during their game against the Kansas City Chiefs, although the Eagles' head coach Nick Sirianni emphasized that it did not decide the outcome of the game.",0
A little,Moderately,A little,d99003c4a6c7,visual,opioids,one,Not at All,Not at All,Not at All,Not at All,Serious problem,Neutral,Strongly Oppose,Extremely serious problem,Moderate Priority,Strongly Oppose,Man,African American/Black,Undergraduate,32,,,,1678808211193.0,1678809540670.0,22.15795,2nd,8,Emily,27,"The field conditions at the Arizona Cardinals stadium affected both teams and likely slowed down the Eagles' pass rushers during their game against the Kansas City Chiefs, although the Eagles' head coach Nick Sirianni emphasized that it did not decide the outcome of the game.",0
A lot,A little,A lot,26f9717a7a11,txt,drugOverdose,one,A little,A little,Moderately,Moderately,Serious problem,Moderate Priority,Somewhat Favor,Extremely serious problem,High Priority,Somewhat Favor,Man,White/Caucasian/European,Undergraduate,37,,,,1678808212674.0,1678809237933.0,17.08765,Second,8,Emily,27,"While it was not a game-deciding factor, poor turf conditions hindered performance during the 2023 Superbowl game, and were a point of contention with players.",0
A lot,Moderately,A lot,26f9717a7a11,txt,population,one,A little,A little,Moderately,Moderately,Serious problem,Moderate Priority,Somewhat Favor,Extremely serious problem,High Priority,Somewhat Favor,Man,White/Caucasian/European,Undergraduate,37,,,,1678808212674.0,1678809237933.0,17.08765,Second,8,Emily,27,"While it was not a game-deciding factor, poor turf conditions hindered performance during the 2023 Superbowl game, and were a point of contention with players.",0
A lot,Moderately,A lot,26f9717a7a11,txt,opioids,one,A little,A little,Moderately,Moderately,Serious problem,Moderate Priority,Somewhat Favor,Extremely serious problem,High Priority,Somewhat Favor,Man,White/Caucasian/European,Undergraduate,37,,,,1678808212674.0,1678809237933.0,17.08765,Second,8,Emily,27,"While it was not a game-deciding factor, poor turf conditions hindered performance during the 2023 Superbowl game, and were a point of contention with players.",0
Moderately,A little,A lot,62615d5d2aee,txt,drugOverdose,one,A little,A little,A little,Moderately,Serious problem,Moderate Priority,Strongly Oppose,serious problem,Moderate Priority,Strongly Oppose,Woman,White/Caucasian/European,Masters,39,,,,1678808221632.0,1678808838473.0,10.280683333333334,second,8,Emily,27,The Eagles said that the turf on the Superbowl football field impeded their play.,0
A little,Moderately,A lot,62615d5d2aee,txt,population,one,A little,A little,A little,Moderately,Serious problem,Moderate Priority,Strongly Oppose,serious problem,Moderate Priority,Strongly Oppose,Woman,White/Caucasian/European,Masters,39,,,,1678808221632.0,1678808838473.0,10.280683333333334,second,8,Emily,27,The Eagles said that the turf on the Superbowl football field impeded their play.,0
Moderately,Moderately,A lot,62615d5d2aee,txt,opioids,one,A little,A little,A little,Moderately,Serious problem,Moderate Priority,Strongly Oppose,serious problem,Moderate Priority,Strongly Oppose,Woman,White/Caucasian/European,Masters,39,,,,1678808221632.0,1678808838473.0,10.280683333333334,second,8,Emily,27,The Eagles said that the turf on the Superbowl football field impeded their play.,0
Moderately,A little,Moderately,014e1125bcb9,txt,drugOverdose,one,A little,Moderately,A lot,Moderately,Moderate problem,Low Priority,Neutral,Moderate problem,Neutral,Somewhat Oppose,Man,White/Caucasian/European,Undergraduate,19,,,,1678808228951.0,1678808605227.0,6.2712666666666665,Second,8,June,27,The text above is describing a controversial call by the refs that couldve potentially costed the eagles the game.,0
Moderately,A little,A lot,014e1125bcb9,txt,population,one,A little,Moderately,A lot,Moderately,Moderate problem,Low Priority,Neutral,Moderate problem,Neutral,Somewhat Oppose,Man,White/Caucasian/European,Undergraduate,19,,,,1678808228951.0,1678808605227.0,6.2712666666666665,Second,8,June,27,The text above is describing a controversial call by the refs that couldve potentially costed the eagles the game.,0
A little,Moderately,A lot,014e1125bcb9,txt,opioids,one,A little,Moderately,A lot,Moderately,Moderate problem,Low Priority,Neutral,Moderate problem,Neutral,Somewhat Oppose,Man,White/Caucasian/European,Undergraduate,19,,,,1678808228951.0,1678808605227.0,6.2712666666666665,Second,8,June,27,The text above is describing a controversial call by the refs that couldve potentially costed the eagles the game.,0
Moderately,Moderately,Moderately,3a468f11540e,control,drugOverdose,one,A little,A little,Moderately,Moderately,Extremely serious problem,High Priority,Somewhat Oppose,Extremely serious problem,High Priority,Strongly Oppose,Woman,"East Asian e.g. Chinese, Japanese, South-East Asian",Doctorate,32,,,,1678808232871.0,1678808646972.0,6.901683333333334,second,seven,June,27,"Although the Eagles didn't blame the field conditions for their defeat, it definitely had an effect on their performance.",0
Moderately,Moderately,Moderately,3a468f11540e,control,population,one,A little,A little,Moderately,Moderately,Extremely serious problem,High Priority,Somewhat Oppose,Extremely serious problem,High Priority,Strongly Oppose,Woman,"East Asian e.g. Chinese, Japanese, South-East Asian",Doctorate,32,,,,1678808232871.0,1678808646972.0,6.901683333333334,second,seven,June,27,"Although the Eagles didn't blame the field conditions for their defeat, it definitely had an effect on their performance.",0
A lot,A lot,A lot,3a468f11540e,control,opioids,one,A little,A little,Moderately,Moderately,Extremely serious problem,High Priority,Somewhat Oppose,Extremely serious problem,High Priority,Strongly Oppose,Woman,"East Asian e.g. Chinese, Japanese, South-East Asian",Doctorate,32,,,,1678808232871.0,1678808646972.0,6.901683333333334,second,seven,June,27,"Although the Eagles didn't blame the field conditions for their defeat, it definitely had an effect on their performance.",0
Moderately,Not at All,Extremely,d2a349eaba66,visual,drugOverdose,one,A lot,A lot,Moderately,A lot,Extremely serious problem,High Priority,Somewhat Favor,Extremely serious problem,High Priority,Somewhat Favor,Woman,White/Caucasian/European,Undergraduate,45,,,,1678808237931.0,1678808940392.0,11.707683333333334,second,8,Emily,0,The turf in the 2023 super bowl negatively effected both teams. ,0
Moderately,Not at All,A lot,d2a349eaba66,visual,population,one,A lot,A lot,Moderately,A lot,Extremely serious problem,High Priority,Somewhat Favor,Extremely serious problem,High Priority,Somewhat Favor,Woman,White/Caucasian/European,Undergraduate,45,,,,1678808237931.0,1678808940392.0,11.707683333333334,second,8,Emily,0,The turf in the 2023 super bowl negatively effected both teams. ,0
A lot,Not at All,Extremely,d2a349eaba66,visual,opioids,one,A lot,A lot,Moderately,A lot,Extremely serious problem,High Priority,Somewhat Favor,Extremely serious problem,High Priority,Somewhat Favor,Woman,White/Caucasian/European,Undergraduate,45,,,,1678808237931.0,1678808940392.0,11.707683333333334,second,8,Emily,0,The turf in the 2023 super bowl negatively effected both teams. ,0
A lot,A lot,Moderately,2a6914af512e,visual,drugOverdose,one,A lot,A lot,Extremely,Moderately,Extremely serious problem,Moderate Priority,Somewhat Oppose,Extremely serious problem,High Priority,Strongly Oppose,Woman,African American/Black,Undergraduate,26,,,,1678808241545.0,1678808678908.0,7.289383333333333,2nd place,8,Emily,9,"Field conditions didn't decide the game, but it affected both teams, with the Eagles having 70 sacks in the regular season and none Sunday. Reddick said he didn't want to use the turf as an excuse, but it was a point of frustration. Maybe the league can look at it and tell Arizona they've got to step up.",0
A lot,Moderately,A lot,2a6914af512e,visual,population,one,A lot,A lot,Extremely,Moderately,Extremely serious problem,Moderate Priority,Somewhat Oppose,Extremely serious problem,High Priority,Strongly Oppose,Woman,African American/Black,Undergraduate,26,,,,1678808241545.0,1678808678908.0,7.289383333333333,2nd place,8,Emily,9,"Field conditions didn't decide the game, but it affected both teams, with the Eagles having 70 sacks in the regular season and none Sunday. Reddick said he didn't want to use the turf as an excuse, but it was a point of frustration. Maybe the league can look at it and tell Arizona they've got to step up.",0
Extremely,Extremely,Moderately,2a6914af512e,visual,opioids,one,A lot,A lot,Extremely,Moderately,Extremely serious problem,Moderate Priority,Somewhat Oppose,Extremely serious problem,High Priority,Strongly Oppose,Woman,African American/Black,Undergraduate,26,,,,1678808241545.0,1678808678908.0,7.289383333333333,2nd place,8,Emily,9,"Field conditions didn't decide the game, but it affected both teams, with the Eagles having 70 sacks in the regular season and none Sunday. Reddick said he didn't want to use the turf as an excuse, but it was a point of frustration. Maybe the league can look at it and tell Arizona they've got to step up.",0
Moderately,Moderately,Moderately,02a34d2dee4a,visual,drugOverdose,one,A lot,Moderately,Moderately,A lot,Extremely serious problem,High Priority,Somewhat Favor,Extremely serious problem,High Priority,Somewhat Favor,Man,White/Caucasian/European,High School,37,,,,1678808244902.0,1678808855976.0,10.184566666666669,second,8,Emily,3,"The turf of the field in superbowl 2023 was an issue during the game, but both teams had to endure the same conditions, so it didn't give either team an advantage over the other.",0
Moderately,A little,Moderately,02a34d2dee4a,visual,population,one,A lot,Moderately,Moderately,A lot,Extremely serious problem,High Priority,Somewhat Favor,Extremely serious problem,High Priority,Somewhat Favor,Man,White/Caucasian/European,High School,37,,,,1678808244902.0,1678808855976.0,10.184566666666669,second,8,Emily,3,"The turf of the field in superbowl 2023 was an issue during the game, but both teams had to endure the same conditions, so it didn't give either team an advantage over the other.",0
A lot,A lot,A lot,02a34d2dee4a,visual,opioids,one,A lot,Moderately,Moderately,A lot,Extremely serious problem,High Priority,Somewhat Favor,Extremely serious problem,High Priority,Somewhat Favor,Man,White/Caucasian/European,High School,37,,,,1678808244902.0,1678808855976.0,10.184566666666669,second,8,Emily,3,"The turf of the field in superbowl 2023 was an issue during the game, but both teams had to endure the same conditions, so it didn't give either team an advantage over the other.",0
A lot,A lot,Moderately,856f113ed31e,control,drugOverdose,one,Moderately,Moderately,Moderately,Moderately,Serious problem,Neutral,Strongly Oppose,Extremely serious problem,High Priority,Strongly Oppose,Man,Hispanic/Latino,High School,35,,,,1678808259258.0,1678809152616.0,14.8893,2nd,8,Emily,3,The Eagles and Chiefs both faced challenges due to poor field conditions during their recent game.,0
A lot,A lot,A lot,856f113ed31e,control,population,one,Moderately,Moderately,Moderately,Moderately,Serious problem,Neutral,Strongly Oppose,Extremely serious problem,High Priority,Strongly Oppose,Man,Hispanic/Latino,High School,35,,,,1678808259258.0,1678809152616.0,14.8893,2nd,8,Emily,3,The Eagles and Chiefs both faced challenges due to poor field conditions during their recent game.,0
Moderately,Moderately,A lot,856f113ed31e,control,opioids,one,Moderately,Moderately,Moderately,Moderately,Serious problem,Neutral,Strongly Oppose,Extremely serious problem,High Priority,Strongly Oppose,Man,Hispanic/Latino,High School,35,,,,1678808259258.0,1678809152616.0,14.8893,2nd,8,Emily,3,The Eagles and Chiefs both faced challenges due to poor field conditions during their recent game.,0
Moderately,Not at All,Moderately,99fce53bd6db,txt,drugOverdose,one,A lot,Moderately,Moderately,Extremely,Extremely serious problem,High Priority,Somewhat Favor,Extremely serious problem,High Priority,Somewhat Favor,Man,White/Caucasian/European,Undergraduate,30,,,,1678808260944.0,1678808731853.0,7.848483333333333,second,8,Unknown; June if it follows the pattern.,27,"The turf in the 2023 Super Bowl was terrible, but didn't decide the winner.",0
Moderately,Not at All,Moderately,99fce53bd6db,txt,population,one,A lot,Moderately,Moderately,Extremely,Extremely serious problem,High Priority,Somewhat Favor,Extremely serious problem,High Priority,Somewhat Favor,Man,White/Caucasian/European,Undergraduate,30,,,,1678808260944.0,1678808731853.0,7.848483333333333,second,8,Unknown; June if it follows the pattern.,27,"The turf in the 2023 Super Bowl was terrible, but didn't decide the winner.",0
Moderately,Not at All,Moderately,99fce53bd6db,txt,opioids,one,A lot,Moderately,Moderately,Extremely,Extremely serious problem,High Priority,Somewhat Favor,Extremely serious problem,High Priority,Somewhat Favor,Man,White/Caucasian/European,Undergraduate,30,,,,1678808260944.0,1678808731853.0,7.848483333333333,second,8,Unknown; June if it follows the pattern.,27,"The turf in the 2023 Super Bowl was terrible, but didn't decide the winner.",0
Moderately,A little,Moderately,dfbbbc71a195,control,drugOverdose,one,Moderately,Moderately,A little,Moderately,Serious problem,Moderate Priority,Somewhat Oppose,serious problem,Moderate Priority,Somewhat Oppose,Man,White/Caucasian/European,Undergraduate,33,,,,1678808263930.0,1678808831054.0,9.452066666666669,second,8,Emily,3,The field at the super bowl was in poor condition and may have contributed to the Chiefs success in the game. ,0
Moderately,Moderately,Moderately,dfbbbc71a195,control,population,one,Moderately,Moderately,A little,Moderately,Serious problem,Moderate Priority,Somewhat Oppose,serious problem,Moderate Priority,Somewhat Oppose,Man,White/Caucasian/European,Undergraduate,33,,,,1678808263930.0,1678808831054.0,9.452066666666669,second,8,Emily,3,The field at the super bowl was in poor condition and may have contributed to the Chiefs success in the game. ,0
Moderately,Moderately,Moderately,dfbbbc71a195,control,opioids,one,Moderately,Moderately,A little,Moderately,Serious problem,Moderate Priority,Somewhat Oppose,serious problem,Moderate Priority,Somewhat Oppose,Man,White/Caucasian/European,Undergraduate,33,,,,1678808263930.0,1678808831054.0,9.452066666666669,second,8,Emily,3,The field at the super bowl was in poor condition and may have contributed to the Chiefs success in the game. ,0
Moderately,Moderately,A little,cea0721f2113,txt,drugOverdose,one,A little,Moderately,A little,A little,Serious problem,Moderate Priority,Somewhat Oppose,serious problem,Moderate Priority,Somewhat Oppose,Man,White/Caucasian/European,Masters,61,,,,1678808270304.0,1678808718588.0,7.4714,2nd,8,emily,27,eagles blame field for loss,0
A little,A little,A little,cea0721f2113,txt,population,one,A little,Moderately,A little,A little,Serious problem,Moderate Priority,Somewhat Oppose,serious problem,Moderate Priority,Somewhat Oppose,Man,White/Caucasian/European,Masters,61,,,,1678808270304.0,1678808718588.0,7.4714,2nd,8,emily,27,eagles blame field for loss,0
A little,Moderately,Moderately,cea0721f2113,txt,opioids,one,A little,Moderately,A little,A little,Serious problem,Moderate Priority,Somewhat Oppose,serious problem,Moderate Priority,Somewhat Oppose,Man,White/Caucasian/European,Masters,61,,,,1678808270304.0,1678808718588.0,7.4714,2nd,8,emily,27,eagles blame field for loss,0
Moderately,Not at All,A little,7d39ec660966,txt,drugOverdose,one,Moderately,A little,Moderately,A little,Serious problem,Moderate Priority,Somewhat Favor,serious problem,Moderate Priority,Somewhat Favor,Man,White/Caucasian/European,Undergraduate,39,,,,1678808276189.0,1678808618341.0,5.702533333333333,2,8,Emily,0,"Field conditions were poor at the Eagles came, but the teams didn't want to use the conditions as an excuse.",0
A little,Moderately,Moderately,7d39ec660966,txt,population,one,Moderately,A little,Moderately,A little,Serious problem,Moderate Priority,Somewhat Favor,serious problem,Moderate Priority,Somewhat Favor,Man,White/Caucasian/European,Undergraduate,39,,,,1678808276189.0,1678808618341.0,5.702533333333333,2,8,Emily,0,"Field conditions were poor at the Eagles came, but the teams didn't want to use the conditions as an excuse.",0
A lot,A little,A lot,7d39ec660966,txt,opioids,one,Moderately,A little,Moderately,A little,Serious problem,Moderate Priority,Somewhat Favor,serious problem,Moderate Priority,Somewhat Favor,Man,White/Caucasian/European,Undergraduate,39,,,,1678808276189.0,1678808618341.0,5.702533333333333,2,8,Emily,0,"Field conditions were poor at the Eagles came, but the teams didn't want to use the conditions as an excuse.",0
Moderately,Moderately,Moderately,81a644280990,control,drugOverdose,one,Moderately,A lot,Moderately,A lot,Serious problem,Low Priority,Strongly Favor,Moderate problem,Low Priority,Neutral,Man,White/Caucasian/European,Undergraduate,40,,,,1678808277632.0,1678808871992.0,9.906,2nd,8,Emily,9,The Eagles found the turf of the field during the Super Bowl to be challenging.,0
Moderately,Moderately,A lot,81a644280990,control,population,one,Moderately,A lot,Moderately,A lot,Serious problem,Low Priority,Strongly Favor,Moderate problem,Low Priority,Neutral,Man,White/Caucasian/European,Undergraduate,40,,,,1678808277632.0,1678808871992.0,9.906,2nd,8,Emily,9,The Eagles found the turf of the field during the Super Bowl to be challenging.,0
Moderately,Moderately,A lot,81a644280990,control,opioids,one,Moderately,A lot,Moderately,A lot,Serious problem,Low Priority,Strongly Favor,Moderate problem,Low Priority,Neutral,Man,White/Caucasian/European,Undergraduate,40,,,,1678808277632.0,1678808871992.0,9.906,2nd,8,Emily,9,The Eagles found the turf of the field during the Super Bowl to be challenging.,0
Not at All,Moderately,A little,e1d43aca545b,visual,drugOverdose,one,Not at All,A little,A little,A little,Moderate problem,High Priority,Somewhat Oppose,serious problem,High Priority,Somewhat Oppose,Man,African American/Black,Undergraduate,29,,,,1678808288476.0,1678809333968.0,17.424866666666667,second,8,Emily,3,The Eagles mentioned how their performance on the Sunday Super Bowl was affected by unfavorable field conditions.,0
Not at All,A little,A little,e1d43aca545b,visual,population,one,Not at All,A little,A little,A little,Moderate problem,High Priority,Somewhat Oppose,serious problem,High Priority,Somewhat Oppose,Man,African American/Black,Undergraduate,29,,,,1678808288476.0,1678809333968.0,17.424866666666667,second,8,Emily,3,The Eagles mentioned how their performance on the Sunday Super Bowl was affected by unfavorable field conditions.,0
Moderately,A lot,Moderately,e1d43aca545b,visual,opioids,one,Not at All,A little,A little,A little,Moderate problem,High Priority,Somewhat Oppose,serious problem,High Priority,Somewhat Oppose,Man,African American/Black,Undergraduate,29,,,,1678808288476.0,1678809333968.0,17.424866666666667,second,8,Emily,3,The Eagles mentioned how their performance on the Sunday Super Bowl was affected by unfavorable field conditions.,0
Not at All,Not at All,A little,2a81ef5a8a00,control,drugOverdose,one,A little,A little,A little,A little,Moderate problem,Moderate Priority,Neutral,Moderate problem,Moderate Priority,Neutral,Woman,"East Asian e.g. Chinese, Japanese, South-East Asian",Undergraduate,25,,,,1678808288632.0,1678809194838.0,15.103433333333331,second,8,Emily,3,The turf conditions of the field that the two NFL teams mentioned were playing on was poorer than usual and significantly affected how the game played out between the two teams.,0
Not at All,Not at All,Not at All,2a81ef5a8a00,control,population,one,A little,A little,A little,A little,Moderate problem,Moderate Priority,Neutral,Moderate problem,Moderate Priority,Neutral,Woman,"East Asian e.g. Chinese, Japanese, South-East Asian",Undergraduate,25,,,,1678808288632.0,1678809194838.0,15.103433333333331,second,8,Emily,3,The turf conditions of the field that the two NFL teams mentioned were playing on was poorer than usual and significantly affected how the game played out between the two teams.,0
Not at All,A little,A little,2a81ef5a8a00,control,opioids,one,A little,A little,A little,A little,Moderate problem,Moderate Priority,Neutral,Moderate problem,Moderate Priority,Neutral,Woman,"East Asian e.g. Chinese, Japanese, South-East Asian",Undergraduate,25,,,,1678808288632.0,1678809194838.0,15.103433333333331,second,8,Emily,3,The turf conditions of the field that the two NFL teams mentioned were playing on was poorer than usual and significantly affected how the game played out between the two teams.,0
A lot,Moderately,A lot,a0b3eb6da3cf,control,drugOverdose,one,Moderately,Moderately,Moderately,Moderately,Extremely serious problem,High Priority,Strongly Oppose,Extremely serious problem,High Priority,Strongly Oppose,Woman,African American/Black,Masters,35,,,,1678808288709.0,1678809725861.0,23.95253333333333,Second ,8,Emily ,27,Field conditions were potentially the reason why the Philadelphia Eagles lost the Super Bowl to the Chiefs. ,0
Moderately,A little,Moderately,a0b3eb6da3cf,control,population,one,Moderately,Moderately,Moderately,Moderately,Extremely serious problem,High Priority,Strongly Oppose,Extremely serious problem,High Priority,Strongly Oppose,Woman,African American/Black,Masters,35,,,,1678808288709.0,1678809725861.0,23.95253333333333,Second ,8,Emily ,27,Field conditions were potentially the reason why the Philadelphia Eagles lost the Super Bowl to the Chiefs. ,0
A lot,A lot,A lot,a0b3eb6da3cf,control,opioids,one,Moderately,Moderately,Moderately,Moderately,Extremely serious problem,High Priority,Strongly Oppose,Extremely serious problem,High Priority,Strongly Oppose,Woman,African American/Black,Masters,35,,,,1678808288709.0,1678809725861.0,23.95253333333333,Second ,8,Emily ,27,Field conditions were potentially the reason why the Philadelphia Eagles lost the Super Bowl to the Chiefs. ,0
A lot,Not at All,Extremely,95ff99f4892c,control,drugOverdose,one,Moderately,Moderately,A lot,Extremely,Extremely serious problem,High Priority,Strongly Favor,Extremely serious problem,High Priority,Somewhat Favor,Woman,White/Caucasian/European,Undergraduate,27,,,,1678808289140.0,1678808647856.0,5.9786,second,7,emily,27,"football players want to blame the turf for their loss, but both teams had to play on it.",0
A lot,Not at All,A lot,95ff99f4892c,control,population,one,Moderately,Moderately,A lot,Extremely,Extremely serious problem,High Priority,Strongly Favor,Extremely serious problem,High Priority,Somewhat Favor,Woman,White/Caucasian/European,Undergraduate,27,,,,1678808289140.0,1678808647856.0,5.9786,second,7,emily,27,"football players want to blame the turf for their loss, but both teams had to play on it.",0
A lot,Not at All,A lot,95ff99f4892c,control,opioids,one,Moderately,Moderately,A lot,Extremely,Extremely serious problem,High Priority,Strongly Favor,Extremely serious problem,High Priority,Somewhat Favor,Woman,White/Caucasian/European,Undergraduate,27,,,,1678808289140.0,1678808647856.0,5.9786,second,7,emily,27,"football players want to blame the turf for their loss, but both teams had to play on it.",0
A little,A lot,Moderately,2bcbfba4ad2b,visual,drugOverdose,one,Not at All,A little,A little,Moderately,Extremely serious problem,Moderate Priority,Strongly Favor,Extremely serious problem,Moderate Priority,Strongly Favor,Man,White/Caucasian/European,High School,29,,,,1678808290735.0,1678808943716.0,10.883016666666666,second,8,emily,29,Players were frustrated about the material of the field in a football game.,0
A little,Moderately,Moderately,2bcbfba4ad2b,visual,population,one,Not at All,A little,A little,Moderately,Extremely serious problem,Moderate Priority,Strongly Favor,Extremely serious problem,Moderate Priority,Strongly Favor,Man,White/Caucasian/European,High School,29,,,,1678808290735.0,1678808943716.0,10.883016666666666,second,8,emily,29,Players were frustrated about the material of the field in a football game.,0
Moderately,A lot,A lot,2bcbfba4ad2b,visual,opioids,one,Not at All,A little,A little,Moderately,Extremely serious problem,Moderate Priority,Strongly Favor,Extremely serious problem,Moderate Priority,Strongly Favor,Man,White/Caucasian/European,High School,29,,,,1678808290735.0,1678808943716.0,10.883016666666666,second,8,emily,29,Players were frustrated about the material of the field in a football game.,0
Moderately,Not at All,Moderately,9ffc3f5e8908,control,drugOverdose,one,Extremely,Moderately,A little,A lot,Extremely serious problem,High Priority,Strongly Favor,Extremely serious problem,High Priority,Strongly Favor,Man,White/Caucasian/European,Undergraduate,40,,,,1678808291352.0,1678809339896.0,17.475733333333334,Second,8,Emily,0,"They complained about the turf on the field a little, but sounds like it didn't really make a difference and was a pretty normal game.",0
Moderately,Not at All,Moderately,9ffc3f5e8908,control,population,one,Extremely,Moderately,A little,A lot,Extremely serious problem,High Priority,Strongly Favor,Extremely serious problem,High Priority,Strongly Favor,Man,White/Caucasian/European,Undergraduate,40,,,,1678808291352.0,1678809339896.0,17.475733333333334,Second,8,Emily,0,"They complained about the turf on the field a little, but sounds like it didn't really make a difference and was a pretty normal game.",0
Moderately,Not at All,Moderately,9ffc3f5e8908,control,opioids,one,Extremely,Moderately,A little,A lot,Extremely serious problem,High Priority,Strongly Favor,Extremely serious problem,High Priority,Strongly Favor,Man,White/Caucasian/European,Undergraduate,40,,,,1678808291352.0,1678809339896.0,17.475733333333334,Second,8,Emily,0,"They complained about the turf on the field a little, but sounds like it didn't really make a difference and was a pretty normal game.",0
